Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4
O=C(O)/C(/CCC=C(C)C)=C/1\[C@@H](OC(=O)C)C[C@]2(C)[C@]3(C)[C@@H]([C@H](O)C[C@@H]\12)[C@]1(C)[C@H]([C@H](C)[C@H](O)CC1)CC3,,,,,,,,,1
O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H](C(=O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)C,,,,,,,,,1
O=C(OCC(=O)[C@]12[C@]3(C)[C@H]([C@H]4[C@H]([C@@H](O)C3)[C@]3(C)C(=CC(=O)C=C3)CC4)C[C@H]1OC(C)=N2)C,,,,,,,,,1
F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)COC(=O)C)OC(C)(C)O[C@@H]5C[C@H]4[C@@H]3C1)C=CC(=O)C=2,,,,,,,,,1
O=C(OCC(COC(=O)C)CCN1C2=NC(=N)NC=C2N=C1)C,,,,,,,,,1
N#CN=C(N=C1C=CNC=C1)NC(C(C)(C)C)C,,,,,,,,,1
O=C(Nc1ccc(OCC(O)CNC(C)(C)C)cc1)NC1CCCCC1,,,,,,,,,1
O=C(O)C(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,,,,,,,,1
O=C(NC1(C(C)C)C(=O)N2C(O)(O1)C1N(C(=O)C2CC(C)C)CCC1)C1CN(C)C2C(c3c4c([nH]cc4C2)ccc3)C1,,,,,,,,,1
O=C1[C@H](CC(C)C)N2C(=O)[C@@](N=C(O)[C@H]3CN(C)[C@H]4[C@@H](c5c6c([nH]cc6C4)ccc5)C3)(C(C)C)O[C@@]2(O)[C@H]2N1CCC2,,,,,,,,,1
Brc1[nH]c2c3c(ccc2)C=2[C@H](N(C)C[C@H](C(O)=N[C@@]4(C(C)C)C(=O)N5[C@@H](CC(C)C)C(=O)N6[C@H]([C@]5(O)O4)CCC6)C=2)Cc13,,,,,,,,,1
N(C(C)c1ccccc1)CCC(c1ccccc1)c1ccccc1,,,,,,,,,1
N(C(Cc1ccccc1)C)CCC(c1ccccc1)c1ccccc1,,,,,,,,,1
O[C@@H]1C/C(=C/C=C\2/[C@H]3[C@@](C)([C@@H]([C@@H](CCCC(C)C)C)CC3)CCC/2)/C(=C)CC1,,,,,,,,,1
S(=O)(=O)(N(C[C@@H](O)[C@@H](N=C(O[C@@H]1[C@H]2[C@@H](OC1)OCC2)O)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,,,,,,,,,1
S(=O)(=O)(N(C[C@@H](OP(=O)(O)O)[C@@H](N=C(O[C@@H]1COCC1)O)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,,,,,,,,,1
O(CC(C)C)CC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,,,,,,,,,1
OC(C(NC(CCc1ccccc1)C)C)c1ccc(O)cc1,,,,,,,,,1
Clc1ccc(C(=O)c2ccc(OC(C(=O)OC(C)C)(C)C)cc2)cc1,,,,,,,,,1
O=[N+]([O-])c1cc(C2C(C(=O)OC3CN(C(c4ccccc4)c4ccccc4)C3)=C(N)NC(C)=C2C(=O)OC(C)C)ccc1,,,,,,,,,1
ClC=1C(=Nc2c(S(=O)(=O)C(C)C)cccc2)NC(Nc2c(OC(C)C)cc(c(C)c2)C2CCNCC2)=NC=1,,,,,,,,,1
Oc1ccc(/C(=C(\CC)/c2ccc(O)cc2)/CC)cc1,,,,,,,,,1
Fc1c2C(=O)N(c3ccccc3)C([C@@H](Nc3ncnc4[nH]cnc34)CC)=Nc2ccc1,,,,,,,,,1
Cl[C@@H]1[C@H](OC)C[C@H](/C=C(\C)/[C@@H]2[C@H](C)[C@@H](O)CC(=O)[C@H](CC)/C=C(\C)/C[C@H](C)C[C@H](OC)[C@@H]3[C@@H](OC)C[C@@H](C)[C@](O)(C(=O)C(=O)N4[C@H](C(=O)O2)CCCC4)O3)CC1,,,,,,,,,1
O=C1C=C2C(=C3[C@H]([C@H]4[C@@](CC)([C@](O)(C#C)CC4)C=C3)CC2)CC1,,,,,,,,,1
OC(=N[C@H](CO)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,,,,,,,,,1
FC(F)=C[C@H]1CN([C@H](C(O)=N)CC)C(=O)C1,,,,,,,,,1
Fc1c([C@]2(Cn3ncnc3)OC[C@@H](COc3ccc(N4CCN(c5ccc(N6C(=O)N([C@H]([C@@H](O)C)CC)N=C6)cc5)CC4)cc3)C2)ccc(F)c1,,,,,,,,,1
O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@]1(O)C)[C@H]1[C@H](O)[C@@H](N(C)C)C[C@@H](C)O1,,,,,,,,,1
O=C1C(CC)(C)CC(O)=N1,,,,,,,,,1
O=C(Nc1ccc(C(=O)N2c3c(-c4[nH]c(C)nc4CC2)cccc3)cc1)c1c(-c2ccccc2)cccc1,,,,,,,,,1
O=[N+]([O-])c1cc(C2C(C(=O)OCCN(Cc3ccccc3)c3ccccc3)=C(C)NC(C)=C2P2(=O)OCC(C)(C)CO2)ccc1,,,,,,,,,1
Oc1c(C)c(C)c2OC(CCCC(CCCC(CCCC(C)C)C)C)(C)CCc2c1,,,,,,,,,1
O=C(Nc1nccc(C)c1)C(C)c1cc(C(=O)c2ccccc2)ccc1,,,,,,,,,1
Clc1cc2C3(c4ccccc4)OC(C)=CC(=O)N3CC(=O)N(C)c2cc1,,,,,,,,,1
O(C(c1c(C)cccc1)c1ccccc1)CCN(C)C,,,,,,,,,1
O=C(OC1C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)Nc2c(O)c3c(O)c(C)c4OC(C)(C(=O)c4c3c(O)c2)OC=CC(OC)C1C)C,,,,,,,,,1
O=C(OC1CC(C)(C)CC(C)C1)C(O)c1ccccc1,,,,,,,,,1
O=C(C)C1(O)C2(C)C(C3C(C4(C)C(C(C)C3)=CC(=O)CC4)CC2)CC1,,,,,,,,,1
Clc1c(S(=O)(=O)N)cc(C(O)=NN2C(C)Cc3c2cccc3)cc1,,,,,,,,,1
Clc1cc2nc(N3CCN(C(=O)c4c(-n5nccn5)ccc(C)c4)[C@H](C)CC3)oc2cc1,,,,,,,,,1
O=C1C(C)C2C34OOC(C)(OC3O1)CCC4C(C)CC2,,,,,,,,,1
S(=O)(=O)(N=C(O)[C@]12N=C(O)[C@H]3N(C(=O)[C@@H](N=C(O)c4ncc(C)nc4)CCCCC/C=C\[C@@H]1C2)C[C@H](Oc1nc2c(c4c1cccc4)cccc2)C3)C1CC1,,,,,,,,,1
FC(F)(F)c1cc(N=C(O)c2cc(Nc3nc(-c4cnccc4)ccn3)c(C)cc2)cc(-n2cc(C)nc2)c1,,,,,,,,,1
OC(=NC[C@H]1[C@H](c2c3c(OCC3)ccc2)C1)CC,,,,,,,,,1
O=C(CC)[C@@]1(C)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@@H]1[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,,,,,,,,,1
ClCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(F)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,,,,,,,,,1
O=C(O[C@@]1(C(=O)COC(=O)C)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)CC,,,,,,,,,1
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CC,,,,,,,,,1
O=C(NC1(C(C)C)C(=O)N2C(O)(O1)C1N(C(=O)C2C(CC)(C)C)CCC1)C1CN(C)C2C(c3c4c([nH]cc4C2)ccc3)C1,,,,,,,,,1
O=C(OCC(N(C)C)(CC)c1ccccc1)c1cc(OC)c(OC)c(OC)c1,,,,,,,,,1
OC(=NC(CO)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c(n(C)c1)cccc23,,,,,,,,,1
O=C(NC1CC1)C(=O)[C@@H](N=C(O)[C@H]1N(C(=O)[C@@H](N=C(O)[C@@H](N=C(O)c2nccnc2)C2CCCCC2)C(C)(C)C)C[C@H]2[C@@H]1CCC2)CCC,,,,,,,,,1
Cl[C@H]([C@@H](N=C(O)[C@H]1N(C)C[C@H](CCC)C1)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](SC)O1)C,,,,,,,,,1
O=C(O[C@H]1[C@](O)(C(=O)OC)[C@@H]2N(C)c3c(cc(c(OC)c3)[C@]3(C(=O)OC)c4[nH]c5c(c4CN4CC(CC)=C[C@@H](C3)C4)cccc5)[C@@]32[C@@H]2[C@@]1(CC)C=CCN2CC3)C,,,,,,,,,1
O[C@@H](CNC1Cc2c(cc(CC)c(CC)c2)C1)c1c2c(c(O)cc1)nc(O)cc2,,,,,,,,,1
O=C(C(CN1CCCCC1)C)c1ccc(CC)cc1,,,,,,,,,1
O=C1N(C)C(O)=NC1c1cc(CC)ccc1,,,,,,,,,1
F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@@](OC(=O)CCC)(C(=O)COC(=O)C)CC[C@H]4[C@@H]3C1)C=CC(=O)C=2,,,,,,,,,1
O=C(O[C@@]1(C(=O)COC(=O)CC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)CCC,,,,,,,,,1
O=C(OC1C(OC(=O)CC)(C)CC(OC2C(N(C)C)C(O)C(OC3C(OC)C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC3CC=O)OC2C)OC1C)CCC,,,,,,,,,1
Clc1c(Cl)cccc1C1C(C(=O)OCOC(=O)CCC)=C(C)NC(C)=C1C(=O)OC,,,,,,,,,1
O=C(O[C@@]1(C(=O)CO)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1)CCCC,,,,,,,,,1
O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CCCCC,,,,,,,,,1
O[C@@H]([C@H](N=C(O)CCCCCCC)CN1CCCC1)c1cc2OCCOc2cc1,,,,,,,,,1
Clc1c(Cl)cccc1N1CCN(CCCCOc2cc3N(COC(=O)CCCCCCCCCCC)C(=O)CCc3cc2)CC1,,,,,,,,,1
O=C(N=C1C=CC(=C(OCC[N+](CC)(CC)C)O)C=C1)c1c(OCCCCCCCC)cccc1,,,,,,,,,1
Oc1c2c(ccc1)C[C@@H](N(CCC)CCc1sccc1)CC2,,,,,,,,,1
S(C[C@H]1CN(CCC)[C@H]2[C@@H](c3c4c([nH]cc4C2)ccc3)C1)C,,,,,,,,,1
O=[N+]([O-])c1cc(C2C(C(=O)OCCOCCC)=C(C)NC(C)=C2C(=O)OCCOCCC)ccc1,,,,,,,,,1
Clc1ccc(-c2cnc3[nH]cc(C(=O)c4c(F)c(NS(=O)(=O)CCC)ccc4F)c3c2)cc1,,,,,,,,,1
OC(N(CC)CC)=N[C@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,,,,,,,,,1
O=C(N(CC)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,,,,,,,,,1
O=C(Oc1cc([C@@H](N(C)C)C)ccc1)N(CC)C,,,,,,,,,1
Clc1cc2Nc3c(C(=NC(CCCN(CC)CC)C)c2cc1)cc(OC)cc3,,,,,,,,,1
Fc1cc2/C(=C/c3c(C)c(C(O)=NCCN(CC)CC)c(C)[nH]3)/C(O)=Nc2cc1,,,,,,,,,1
O(C)c1ccc(CC=2C(=O)N(CCN(CC)CC)c3c(N=2)cccc3)cc1,,,,,,,,,1
Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CCN(CC)CC)c2cc1,,,,,,,,,1
O(CCN(CC)CC)c1ccc(Cc2ccccc2)cc1,,,,,,,,,1
O=C(OCCOCCN(CC)CC)C1(c2ccccc2)CCCC1,,,,,,,,,1
Fc1c(-c2cc(F)c3nc(C)n(C(C)C)c3c2)nc(Nc2ncc(CN3CCN(CC)CC3)cc2)nc1,,,,,,,,,1
O=C(NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NCC)CCC1)CCCN=C(N)N)CC(C)C)CC(C)C)Cc1ccc(O)cc1)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO,,,,,,,,,1
Fc1cc(-c2cnc(/C=C/[C@@H]3[C@@H]4[C@@H](C)OC(=O)[C@@H]4C[C@H]4[C@H]3CC[C@@H](N=C(OCC)O)C4)cc2)ccc1,,,,,,,,,1
O=C(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CCC1)C)CCc1ccccc1,,,,,,,,,1
O=C(OCC)C(C=1C(=O)Oc2c(C=1O)cccc2)C=1C(=O)Oc2c(C=1O)cccc2,,,,,,,,,1
Clc1ccc(OC(C(=O)OCC)(C)C)cc1,,,,,,,,,1
O=C(OCC)C1=C(C)NC(C)=C(C(=O)OCC)C1c1c2nonc2ccc1,,,,,,,,,1
O=C(OC(C)(C)C)/C=C/c1c(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)cccc1,,,,,,,,,1
O=C(OCC)C=1n2c3c(c4c2[C@@H]2[C@](CC)(C=1)CCCN2CC4)cccc3,,,,,,,,,1
O=C(OCC)O[C@@]1(C(=O)COC(=O)CC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,,,,,,,,,1
O=C(O)c1c(OCC)cc(CC(O)=N[C@@H](CC(C)C)c2c(N3CCCCC3)cccc2)cc1,,,,,,,,,1
S(=O)(=O)(C[C@@H](N1C(=O)c2c(N=C(O)C)cccc2C1=O)c1cc(OCC)c(OC)cc1)C,,,,,,,,,1
Clc1c(OCc2ncccc2)ccc(N=C2C(C#N)=CNc3c2cc(N=C(O)/C=C/CN(C)C)c(OCC)c3)c1,,,,,,,,,1
S(=O)(=O)(CCn1c(C)ncc1[N+](=O)[O-])CC,,,,,,,,,1
ClC(Cl)=CC1C(C)(C)C1C(=O)OCc1cc(Oc2ccccc2)ccc1,,,,,,,,,1
Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,,,,,,,,,1
Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,,,,,,,,,1
Clc1c(C(=O)c2ccc(Cl)cc2)c(Cl)cc(Cn2c(N)c(C(O)=N)nn2)c1,,,,,,,,,1
Clc1ccc(C(=O)NCCc2ccc(OC(C(=O)O)(C)C)cc2)cc1,,,,,,,,,1
Clc1ccc(C2=C(CN3CCN(c4cc(Oc5c[nH]c-6nccc-6c5)c(C(O)=NS(=O)(=O)c5cc([N+](=O)[O-])c(NCC6CCOCC6)cc5)cc4)CC3)CCC(C)(C)C2)cc1,,,,,,,,,1
Clc1c(-n2c(c(C)c(C(O)=NN3CCCCC3)n2)-c2ccc(Cl)cc2)ccc(Cl)c1,,,,,,,,,1
Clc1ccc(NC=2/C(=N/C(C)C)/C=C3N(c4ccc(Cl)cc4)c4c(N=C3C=2)cccc4)cc1,,,,,,,,,1
Clc1cc2[C@H](O)CCCN(C(=O)c3c(C)cc(NC(=O)c4c(C)cccc4)cc3)c2cc1,,,,,,,,,1
Clc1cc2C(c3ccccc3)=NC(O)C(O)=Nc2cc1,,,,,,,,,1
Clc1cc2C(c3ccccc3)=NCC(=O)N(CC3CC3)c2cc1,,,,,,,,,1
Clc1cc2c(C3CCN(CCN4C(O)=NCC4)CC3)cn(-c3ccc(F)cc3)c2cc1,,,,,,,,,1
Clc1c(Cl)cccc1C1=C(N)NC(=N)N=N1,,,,,,,,,1
Clc1c2C(=O)N(c3ccccc3)C([C@@H](Nc3ncnc4[nH]cnc34)C)=Cc2ccc1,,,,,,,,,1
ClCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(F)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,,,,,,,,,1
ClCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@]1(C)CC(=O)[C@]1(F)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,,,,,,,,,1
ClCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(Cl)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,,,,,,,,,1
ClCC(=O)[C@@]1(OC(=O)c2occc2)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(Cl)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21,,,,,,,,,1
ClCC(=O)[C@]12[C@]3(C)[C@H]([C@H]4[C@](F)([C@@H](O)C3)[C@]3(C)C(=CC(=O)CC3)CC4)C[C@H]1OC(C)(C)O2,,,,,,,,,1
ClCCN(C(=O)Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)cc1)CCCl,,,,,,,,,1
ClCCN(C(COc1ccccc1)C)Cc1ccccc1,,,,,,,,,1
ClCOC(=O)[C@]1(OC(=O)OCC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,,,,,,,,,1
O=C1C(C(O)=N)=C(O)[C@@H](N(C)C)[C@@H]2[C@@H](O)[C@@H]3[C@@H](C)c4c(c(O)ccc4)C(=O)C3=C(O)[C@]12O,,,,,,,,,1
Fc1c2c(c(O)c(N=C(O)CN3CCCC3)c1)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(O)=N)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2,,,,,,,,,1
O=C1C(C(O)=N)=C(O)[C@@H](N(C)C)[C@H]2[C@]1(O)C(O)=C1C(=O)c3c(O)cccc3[C@](O)(C)[C@H]1C2,,,,,,,,,1
O(CC[C@H](N(C)C)c1ccccc1)c1c2c(ccc1)cccc2,,,,,,,,,1
O=C(N(C)C)C=1N(C2CCCC2)C2=NC(=Nc3ncc(N4CCNCC4)cc3)NC=C2C=1,,,,,,,,,1
O=C(O)[C@@H](NC(=O)c1ccc(N(CC2=NC3=C(N)NC(=N)N=C3N=C2)C)cc1)CCC(=O)O,,,,,,,,,1
O(C(Oc1ccccc1)CN(C)C)c1ccccc1,,,,,,,,,1
Clc1ccc([C@H](CCN(C)C)c2ncccc2)cc1,,,,,,,,,1
Clc1cc2C(=CCCN(C)C)c3c(Sc2cc1)cccc3,,,,,,,,,1
S(=O)(=O)(Nc1ccc(OCCN(CCc2ccc(NS(=O)(=O)C)cc2)C)cc1)C,,,,,,,,,1
O=C(NCCCN(C)c1nc(N)c2c(n1)cc(OC)c(OC)c2)C1OCCC1,,,,,,,,,1
O(CCCN(C)C)C1(Cc2ccccc2)CCCCCC1,,,,,,,,,1
S=C1N(c2cc(C(F)(F)F)c(C#N)nc2)C(=O)C2(N1c1cc(F)c(C(O)=NC)cc1)CCC2,,,,,,,,,1
Clc1cc2C(=[N+]([O-])CC(=NC)Nc2cc1)c1ccccc1,,,,,,,,,1
O=C1[C@H](C(C)C)N2C(=O)[C@@](N=C(O)[C@H]3CN(C)[C@H]4[C@@H](c5c6c([nH]cc6C4)ccc5)C3)(C(C)C)O[C@@]2(O)[C@H]2N1CCC2,,,,,,,,,1
O=C1[C@H](Cc2ccccc2)N2C(=O)[C@@](N=C(O)[C@H]3CN(C)[C@H]4[C@@H](c5c6c([nH]cc6C4)ccc5)C3)(C(C)C)O[C@@]2(O)[C@H]2N1CCC2,,,,,,,,,1
O=C1[C@H](Cc2ccccc2)N2C(=O)[C@@](N=C(O)[C@H]3CN(C)[C@H]4[C@@H](c5c6c([nH]cc6C4)ccc5)C3)(C)O[C@@]2(O)[C@H]2N1CCC2,,,,,,,,,1
FC(F)(F)c1c(CN2CCN(C)CC2)ccc(NC(=O)c2cc(C#Cc3n4N=CC=Cc4nc3)c(C)cc2)c1,,,,,,,,,1
Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,,,,,,,,,1
Clc1c(C(F)(F)F)cc(N=C(O)Nc2c(F)cc(Oc3cc(C(=O)NC)ncc3)cc2)cc1,,,,,,,,,1
Fc1c([C@](O)([C@@H](C)c2scc(-c3ccc(C#N)cc3)n2)Cn2nc[n+](C(OC(=O)N(C)c3c(COC(=O)CNC)cccn3)C)c2)cc(F)cc1,,,,,,,,,1
O=C(N(C)[C@H]1[C@@H](OC)[C@]2(C)O[C@@H](n3c4c5n2c2c(c5c5c(C(O)=NC5)c4c4c3cccc4)cccc2)C1)c1ccccc1,,,,,,,,,1
O=C(O[C@H]1[C@H](OC)C[C@H](C[C@@H](C)[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O)[C@H](C)CC[C@H](O4)C[C@H](OC)/C(/C)=C/C=C/C=C/[C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(/C)=C/[C@@H](C)C(=O)C2)CCCC3)CC1)C(CO)(CO)C,,,,,,,,,1
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(O)=Nc2c(O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3c3nc4n(c23)C=CC(C)=C4)O/C=C/[C@H](OC)[C@H]1C)C,,,,,,,,,1
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(O)=Nc2c(/C=N/N3CCN(C4CCCC4)CC3)c(O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)c2O)C,,,,,,,,,1
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(O)=NC=2C(=O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3C3=NC4(NC=23)CCN(CC(C)C)CC4)O/C=C/[C@H](OC)[C@H]1C)C,,,,,,,,,1
O=C(O[C@@H]1C(C)=C2[C@@H](OC)C(=O)[C@]3(C)[C@@H](OC)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(OC(C)(C)C)O)c1ccccc1,,,,,,,,,1
O=C(O[C@H]1[C@@H](C)[C@@H](C)OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C)[C@@H](OC)C2)[C@H](C)[C@@H](O[C@H]2[C@H](OC(=O)C)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)C[C@@]2(C(=O)[C@@H]1C)OC2)C,,,,,,,,,1
O(C)[C@@H]1[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](OC)C2)[C@H](C)O[C@@H](O[C@H]\2[C@@H](C)/C=C/C=C\3/[C@]4(O)[C@@H]([C@H](O)C(C)=C[C@H]4C(=O)O[C@@H]4C[C@@]5(O[C@H]([C@@H](CC)C)[C@@H](C)CC5)O[C@@H](C4)C/C=C/2\C)OC/3)C1,,,,,,,,,1
O=C([C@@H](N=C(OC)O)C(C)C)N1[C@H](c2[nH]c(-c3ccc(-c4ccc(-c5[nH]c([C@H]6N(C(=O)[C@@H](N=C(OC)O)C(C)C)CCC6)nc5)cc4)cc3)cn2)CCC1,,,,,,,,,1
O=C([C@@H](N=C(OC)O)C(C)C)N1[C@H](c2[nH]c(-c3cc4c(n5[C@H](c6ccccc6)Oc6c(-c5c4)ccc(-c4[nH]c([C@H]5N(C(=O)[C@@H](N=C(OC)O)C(C)C)CCC5)nc4)c6)cc3)cn2)CCC1,,,,,,,,,1
O=C(c1cc2[nH]c(N=C(OC)O)nc2cc1)c1ccccc1,,,,,,,,,1
O=[N+]([O-])c1cc(C2C(C(=O)OC)=C(C#N)NC(C)=C2C(=O)OC(C)C)ccc1,,,,,,,,,1
O=[N+]([O-])c1cc([C@@H]2C(C(=O)OC)=C(C)NC(C)=C2C(=O)O[C@H]2CN(Cc3ccccc3)CCC2)ccc1,,,,,,,,,1
O=[N+]([O-])c1cc([C@H]2C(C(=O)OCCCN3CCC(c4ccccc4)(c4ccccc4)CC3)=C(C)NC(C)=C2C(=O)OC)ccc1,,,,,,,,,1
O=[N+]([O-])c1cc(C2C(C(OC(CN(CCC(c3ccccc3)c3ccccc3)C)(C)C)=O)=C(C)NC(C)=C2C(=O)OC)ccc1,,,,,,,,,1
O=[N+]([O-])c1cc(C2C(C(=O)OCCN3CCN(C(c4ccccc4)c4ccccc4)CC3)=C(C)NC(C)=C2C(=O)OC)ccc1,,,,,,,,,1
O=C(OC(C)C)C1=C(C)NC(C)=C(C(=O)OC)C1c1c2nonc2ccc1,,,,,,,,,1
O=[N+]([O-])c1c(C2C(C(=O)OCC(=O)C)=C(C)NC(C)=C2C(=O)OC)cccc1,,,,,,,,,1
O=[N+]([O-])c1c(C2C(C(=O)OCC(C)C)=C(C)NC(C)=C2C(=O)OC)cccc1,,,,,,,,,1
O=C(N(C)c1ccc(N/C(/c2ccccc2)=C/2\C(O)=Nc3c\2ccc(C(=O)OC)c3)cc1)CN1CCN(C)CC1,,,,,,,,,1
Fc1c(Cn2nc(C3=NC(N)=C(N(C(=O)OC)C)C(=N)N3)c3c2nccc3)cccc1,,,,,,,,,1
O=C([C@@H](N=C(OC)O)C(C)C)N1[C@@H](C)CC[C@H]1c1[nH]c2c(n1)ccc1c2cc2OCc3c(-c2c1)ccc(-c1[nH]c([C@H]2N(C(=O)[C@H](N=C(OC)O)c4ccccc4)C[C@@H](COC)C2)nc1)c3,,,,,,,,,1
S(=O)(=O)(Nc1cc2c(cc(-c3c(OC)c(C(C)(C)C)cc(N4C(=O)N=C(O)C=C4)c3)cc2)cc1)C,,,,,,,,,1
Fc1ccc(C(N2CCN(Cc3c(OC)c(OC)c(OC)cc3)CC2)c2ccc(F)cc2)cc1,,,,,,,,,1
O(C)c1c(OC)c2c(cc1OC)CCC(N=C(O)C)C=1C2=CC=C(OC)C(=O)C=1,,,,,,,,,1
O(C)c1c(OC)cc2c3[C@@H](N(C)CC2)Cc2cc(c(OC)cc2)Oc2ccc(cc2)C[C@@H]2N(C)CCc4c2cc(c(OC)c4)Oc13,,,,,,,,,1
O(CCCN1CCOCC1)c1c(OC)c2N=C(N=C(O)C=3C=NC(=N)NC=3)N3C(=NCC3)c2cc1,,,,,,,,,1
O=C(O)c1c(N=C(O)/C=C/c2cc(OC)c(OC)cc2)cccc1,,,,,,,,,1
Brc1c(C[N+]2(CCOCCC3C4C(C)(C)C(C4)CC3)CCOCC2)cc(OC)c(OC)c1,,,,,,,,,1
ClC=1C(=Nc2c(P(=O)(C)C)cccc2)NC(Nc2c(OC)cc(N3CCC(N4CCN(C)CC4)CC3)cc2)=NC=1,,,,,,,,,1
P(=O)(OCN1C(=O)C(C)(C)OC2=C1NC(=Nc1c(F)cnc(Nc3cc(OC)c(OC)c(OC)c3)n1)C=C2)(O)O,,,,,,,,,1
